Position,Oral,Written,Race,Combine,target
0.0,0.8579951803812582,1.071132574195987,0.0,1.0596261596759535,1
0.0,0.7316556654332116,1.0203788842730306,0.0,0.9794719136891202,1
0.0,0.8731522338214914,0.8027022320705659,1.0,0.8745222555459838,1
0.0,0.814683830332685,0.7079535840251863,1.0,0.7868818815708479,1
0.0,0.796947914729542,0.7061665644876065,1.0,0.779415856115828,1
0.0,0.6037028558003545,0.791567869771804,0.0,0.7724554912651174,1
0.0,0.7777089543608625,0.6788402336835581,1.0,0.7533091742007862,1
0.0,0.5755959376301035,0.7633480291989657,0.0,0.7426157966225657,1
0.0,0.7498854045605851,0.6438200589314544,1.0,0.718744948557147,1
0.0,0.7434691793616233,0.6148941997203083,1.0,0.6959850780531234,1
0.0,0.7400811387334245,0.6037865695376659,1.0,0.6869222173674405,1
0.0,0.7298949218091377,0.6037240724941719,1.0,0.6833179384120945,1
0.0,0.5143020180962247,0.3263500254974313,1.0,0.4112260706963314,0
0.0,0.5019028564741812,0.2852114227951459,1.0,0.3777125864278854,0
0.0,0.6066280925482314,0.4448418993550606,1.0,0.5275406314232578,0
0.0,0.6066280925482314,0.4448418993550606,1.0,0.5275406314232578,0
0.0,0.5888921769450881,0.4430548798174806,1.0,0.5200746059682376,0
0.0,0.4162043375072953,0.5549515031804307,0.0,0.5390921892604047,0
0.0,0.5646635484555211,0.4122522657353508,1.0,0.4897583281407647,0
0.0,0.373488271031817,0.5095922139274868,0.0,0.4919895577479009,0
0.0,0.3709503355135391,0.4780835812070489,0.0,0.4687531040589558,0
0.0,0.5184632626096396,0.3381643442346813,1.0,0.421060419266049,0
0.0,0.2992875090881023,0.3929370411459635,0.0,0.3833123513332825,0
0.0,0.5036983058400172,0.320798534983758,1.0,0.4035824689195055,0
0.0,0.7855691915048789,0.2218578289380235,0.0,0.5630022952077168,1
0.0,0.5815293855539709,0.5759419729216824,1.0,0.5862008706281625,1
0.0,0.604964071864239,0.5688565914608013,1.0,0.5973565762891733,1
0.0,0.8252450875945349,0.2391331450234946,0.0,0.5939353014171252,1
0.0,0.5509358301519842,0.5581698365982708,1.0,0.5605169730615908,1
0.0,0.5122886947563835,0.5583392881846659,1.0,0.5373807236007792,1
0.0,0.6435246847223409,0.234472086910864,0.0,0.4829016609880304,1
0.0,0.6212329930541989,0.5330054119132314,1.0,0.5923715782909093,1
0.0,0.3347093743003648,0.54274878299288,1.0,0.4243358442140046,1
0.0,0.6515851607445453,0.2204387793034536,0.0,0.4819665246359846,1
0.0,0.4911832644375628,0.1340145494747913,0.0,0.3500858307470539,0
0.0,0.3597058867599652,0.127542981815404,0.0,0.2684759421383065,0
0.0,0.5349634779513368,0.0321613009509688,0.0,0.3344584394068678,0
0.0,0.0411769576073481,0.0541556249796852,0.0,0.0470116500934626,0
0.0,0.113423201509101,0.4091194321542925,1.0,0.2364704163572998,0
0.0,0.2245208388385577,0.0738048450109796,0.0,0.1651881855896531,0
0.0,-0.2318658022983973,-0.0390235657244326,0.0,-0.1552850203628595,0
1.0,1.0126522791276027,0.8500582684949062,1.0,0.9578789099410016,1
1.0,0.4847013461007413,0.675305387373816,1.0,0.5689506285190463,0
0.0,0.7173409220934546,0.3597750077641021,0.0,0.5787910103568139,0
1.0,0.5797686611066155,0.6667612332186218,1.0,0.6225183956377119,0
1.0,0.4132235825792765,0.6728878760377762,1.0,0.5250363535209335,0
1.0,0.3223413707586454,0.6705390923589123,1.0,0.4694988046857867,0
0.0,0.6130325304461256,0.3547705335056272,0.0,0.5140987098213997,0
1.0,0.8745048731071875,0.8986356060552154,1.0,0.8891630058695975,1
1.0,0.7645465337032706,0.8582657322500843,1.0,0.8218599930825232,1
1.0,0.8065431181145076,0.8609605472755293,1.0,0.8397688836634941,1
1.0,0.7616819909479744,0.8476712579550646,1.0,0.8142594695222907,1
1.0,0.708135092623664,0.8327835582000088,1.0,0.7844082249088696,1
1.0,0.743813595633985,0.8326243697318452,1.0,0.7981225174543913,1
1.0,0.6815809261518975,0.8161382595421983,1.0,0.7639294423687527,1
1.0,0.5981767532197468,0.7924136843948771,1.0,0.7171052121217949,1
1.0,0.6266017564499391,0.7959533226396326,1.0,0.7302779359752155,1
1.0,0.5948153574660149,0.7699691427458197,1.0,0.7020513974380975,1
1.0,0.6069546672694114,0.7638270823789991,1.0,0.7029873023855314,1
1.0,0.2545680171218362,0.5999967464079516,1.0,0.4661871068743911,0
1.0,-0.3697464815488762,0.0623059546406549,0.0,-0.1049589225353736,0
1.0,0.3523932246973076,0.6214914727590173,1.0,0.5172276900737799,0
1.0,0.514946003034289,0.5848601533990666,1.0,0.5577097008521903,0
1.0,0.2847823886565131,0.3987406450278637,0.0,0.3545670331326594,0
1.0,0.2439531215879755,0.5812510314718131,1.0,0.4505917234985926,0
1.0,0.4379551781049942,0.4644138496584643,0.0,0.4541034222435867,0
1.0,0.1952920332869331,0.5639200980628559,1.0,0.4211348151405046,0
1.0,0.3569186949297046,0.4394336814521257,0.0,0.4074264244333971,0
1.0,0.4312906742151884,0.4497777312749519,0.0,0.4425554044664693,0
