decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,gender,tier,race,fam_inc_1.0,fam_inc_2.0,fam_inc_3.0,fam_inc_4.0,fam_inc_5.0,target
1.0,1.0,0.8903020537968906,0.7826086275993178,0.737732541672883,0.7645740802987933,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,0.4789348106822291,0.7826086275993178,0.4940777572671602,0.7937396744759548,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,1.0,0.6983306736767152,0.7391303705104667,0.619289243697879,0.5483742935476364,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,1.0,0.86287757092258,0.6956521134216157,0.6260574321535936,0.5440789335459578,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1
0.0,0.0,0.8080286051739582,0.6956521134216157,0.3993231188871569,0.3092659201208603,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.3555246377478306,0.2173912854442549,0.219966124810722,0.3035387734519554,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.616057225053783,0.6956521134216157,0.458544767874659,0.4409902935056711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
0.0,0.0,0.6434817079280937,0.6521738563327649,0.3570219410389411,0.7206175167231441,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.0,0.7806041222996476,0.3043477996219568,0.504230039950732,0.4911028268585883,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.6434817079280937,0.5217390850662116,0.6362097148371653,0.62998613357953,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.4515103278079184,0.3043477996219568,0.4128594957985859,0.2820619734435623,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.5749205007423168,0.6521738563327649,0.3840946948617992,0.4152181334955993,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1
1.0,1.0,0.5749205007423168,0.3043477996219568,0.688663175368953,0.7149655150831157,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,1.0,0.3143879134363646,0.4782608279773606,0.6074449139003787,0.6217128470277359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.6983306736767152,0.4782608279773606,0.4737731919000166,0.4950863260641965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.8080286051739582,0.9565216559547216,0.6954313638246674,0.6213954135761729,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.7806041222996476,0.4782608279773606,0.3959390246592996,0.4309677868350876,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1
1.0,1.0,0.50635929355654,0.6956521134216157,0.6108290081282357,0.5712828802232557,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
1.0,1.0,0.7806041222996476,0.8695651417770198,0.6260574321535936,0.552669653549315,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.2869634305620537,0.4347825708885098,0.2081217950132216,0.3336062934637058,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,1.0,0.9999999852941336,0.8695651417770198,0.8409474156225295,0.6357132802484349,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1
0.0,0.0,0.6709061908024045,0.5217390850662116,0.4268370962817072,0.6566303190436039,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.0,0.6709061908024045,0.6086955992439139,0.6074903721801638,0.3665373868099084,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.6709061908024045,0.7826086275993178,0.5366390349447727,0.5726980326375448,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.9177265366712012,0.5652173421550629,0.6209812908118078,0.4810803201880047,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,1.0,0.6434817079280937,0.3913043137996588,0.9187815828632468,0.6918424799287406,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,0.0,0.6709061908024045,0.7391303705104667,0.6064759001116156,0.2620169601023955,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.9451510195455122,0.9130433988658706,0.7275802589893113,0.6199636269089468,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1
1.0,1.0,0.7531796394253367,0.6086955992439139,0.6852790811410956,0.5999186135677798,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,0.0,0.7531796394253367,0.4347825708885098,0.4467004380771585,0.5038728379855772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.7531796394253367,0.9999999130435728,0.9999998443318212,0.9063209603541876,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.7257551565510261,0.5652173421550629,0.536378935115376,0.5108749704443416,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.5612082593051614,0.9999999130435728,0.7969541906603853,0.6858258136013521,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,0.0,0.7531796394253367,0.5419659073752164,0.5702198773939486,0.8050186878691268,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.4789348106822291,0.3478260567108078,0.329949187216083,0.286357333445241,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,1.0,0.9999999852941336,0.4668638308446109,0.6852790811410956,0.6042139735694584,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,1.0,0.4240858449336077,0.3478260567108078,0.2758036795703668,0.8520603165858589,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.0,0.0,0.5337837764308506,0.5086164196228384,0.4753795251570343,0.2820619734435623,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.0,1.0,0.9177265366712012,0.8695651417770198,0.7681893897235985,0.7373701336214954,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.6709061908024045,0.4410993099457621,0.4365481553935868,0.489671040191362,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.616057225053783,0.4428526717321574,0.3197969045325112,0.3622420268082298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.0,0.6434817079280937,0.9130433988658706,0.5583755475964483,0.3550830934720988,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,0.0,0.6434817079280937,0.6086955992439139,0.3993231188871569,0.4553081601779332,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.0,0.0,0.6709061908024045,0.508265645937562,0.4722660734237432,0.1832686934049541,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.8354530880482689,0.6956521134216157,0.5486101629818677,0.3336062934637058,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,1.0,0.50635929355654,0.8695651417770198,0.7935700964325281,0.7130297602786501,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.369236879184986,0.8695651417770198,0.614213102356093,0.7416654936231741,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.5474960178680062,0.8260868846881688,0.4780219805163144,0.3464923734687415,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.7806041222996476,0.5311976022725104,0.6514381388625229,0.5984868269005535,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.7806041222996476,0.7826086275993178,0.4043992602289428,0.4782167468535523,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
1.0,1.0,0.8080286051739582,0.8695651417770198,0.5871403485332349,0.5712828802232557,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.616057225053783,0.7826086275993178,0.6751267984575239,0.559828586885446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.7531796394253367,0.4660417329594492,0.5888323956471635,0.5268974935392433,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.7257551565510261,0.5652173421550629,0.4365481553935868,0.4567399468451593,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.4756813459253368,0.5026722212691307,0.4856175216975171,0.4681942401829689,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.5337837764308506,0.6956521134216157,0.6057528667864499,0.6219917409346395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.0,0.0,0.8354530880482689,0.8260868846881688,0.5076141341785894,0.4553081601779332,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.616057225053783,0.6521738563327649,0.5397630293432333,0.5856007468955178,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
1.0,0.0,0.6983306736767152,0.5652173421550629,0.4940777572671602,0.6846000948102872,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,0.0,0.8354530880482689,0.2608695425331057,0.6497460917485944,0.6890102175343602,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,1.0,0.6709061908024045,0.5272247103067637,0.5888323956471635,0.7954051968467738,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,1.0,0.8354530880482689,0.5652173421550629,0.6903552224828815,0.6591101281349232,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,1.0,0.7806041222996476,0.5184935747903585,0.7394245887868118,0.6972801069391618,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.4789348106822291,0.4782608279773606,0.6497460917485944,0.632860141716899,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.0,0.0,0.6709061908024045,0.4587501106585264,0.4467004380771585,0.4452856535073498,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,1.0,0.6709061908024045,0.484455324876517,0.6666665628878807,0.6672125869274114,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.6983306736767152,0.5189049664599895,0.4568527207607303,0.7943881140916217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,0.0,0.6434817079280937,0.5190916483941078,0.5651437360521627,0.4939664001930407,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
