school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,target
0.0,0.0,0.0,1.0,0.0,1.0,0.59813,0.5633778,0.19788262,0.33077195,0.07790833,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7090709,0.5186223,0.54467213,0.14805788,0.34396425,0.61419237,0.14996105,0.5060425,0.6142784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5976919,0.5634771,0.19791874,0.3313588,0.07837527,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.70900816,0.5184652,0.54501945,0.14844702,0.34418827,0.61416334,0.15056549,0.5060389,0.6141011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59804726,0.5632589,0.1966711,0.33046705,0.0767976,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7101659,0.5183565,0.5450772,0.14832771,0.3430176,0.6141215,0.14939275,0.50620705,0.6147121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5979168,0.563396,0.19775805,0.33109766,0.07808706,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7092253,0.51848394,0.5448661,0.14815691,0.344134,0.6142403,0.15016943,0.5061531,0.61418575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5981378,0.56302667,0.19763507,0.331185,0.077428944,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7096423,0.51878244,0.54515517,0.14826071,0.3438346,0.6142841,0.14993763,0.5061215,0.61457926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5991438,0.5635013,0.19588366,0.33002716,0.07647912,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.71041256,0.5180034,0.5444979,0.14761223,0.3435031,0.6150985,0.14751835,0.50672704,0.61468124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59845316,0.5635599,0.19794846,0.33079278,0.07818089,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7087892,0.5185185,0.54434854,0.1480077,0.3442271,0.6143272,0.14978483,0.50613165,0.6141499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5986248,0.5629591,0.19673154,0.3307708,0.07690213,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7100284,0.5186339,0.5452691,0.14822963,0.34340042,0.6146781,0.14902288,0.5063054,0.614763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59882796,0.56304115,0.19583648,0.3292409,0.0750175,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7112442,0.5181136,0.544882,0.1473,0.3430814,0.61484116,0.1467548,0.50666475,0.6149626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59804964,0.56335765,0.19817433,0.33038825,0.07717624,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7100904,0.51834357,0.54441667,0.14686625,0.3451724,0.61481756,0.14876759,0.5064144,0.61413205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59924513,0.56328624,0.19578798,0.3292984,0.07577215,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7106254,0.51797014,0.544186,0.14742303,0.34314767,0.614815,0.14713795,0.50661737,0.6148122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59755665,0.5638494,0.19770686,0.33235982,0.078761555,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7092637,0.51864576,0.54590654,0.148815,0.34418908,0.61454684,0.15087155,0.5061287,0.61413753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59927183,0.56336457,0.19718666,0.3301101,0.07730257,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.70989615,0.5182354,0.54417795,0.14683194,0.34512702,0.6155844,0.14774781,0.5067396,0.61424816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5979352,0.56332535,0.19752973,0.33090886,0.07763555,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7096226,0.51847816,0.54498315,0.14799468,0.34403363,0.6143559,0.14974944,0.5062242,0.6143269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59889656,0.5634637,0.19759502,0.3302078,0.07737648,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7095451,0.5187223,0.5445224,0.14732203,0.34432143,0.6150563,0.14849916,0.5062757,0.6144612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5986278,0.5632518,0.19683206,0.33041868,0.07699333,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7103349,0.5183715,0.54498166,0.14732872,0.34433177,0.6152813,0.14825991,0.5065978,0.61450905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59835136,0.56310123,0.19709572,0.3306321,0.077130005,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.70974743,0.51857334,0.5450102,0.14812428,0.3435473,0.6143577,0.14932032,0.50622463,0.6145955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59795153,0.5632829,0.1979998,0.33141717,0.078280196,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.70921946,0.51876384,0.54509,0.14813192,0.34433815,0.61446387,0.15040433,0.50610167,0.614286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.598507,0.5633877,0.19698311,0.33121496,0.07786158,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7096257,0.5184982,0.5451478,0.1481509,0.3440344,0.6149114,0.1493978,0.5064352,0.61445415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,1.0,0.0,1.0,0.5986522,0.56323195,0.19772814,0.33151534,0.07834718,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.70976186,0.5188262,0.5452035,0.1473833,0.3453515,0.61581665,0.14931841,0.50653523,0.6143362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5982821,0.56369495,0.19700637,0.33095646,0.07827204,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7092631,0.5181957,0.5445533,0.1485393,0.34363332,0.6142842,0.1502713,0.5062125,0.61430985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5983408,0.56323236,0.19759838,0.33006835,0.076790966,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.709875,0.51837885,0.54439425,0.14741926,0.34414202,0.6143496,0.1487139,0.50629103,0.61439425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5984439,0.5633516,0.19679253,0.33067736,0.07759002,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.709659,0.51840556,0.54492676,0.14819251,0.3435823,0.6145837,0.14945918,0.5062983,0.61451405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5984652,0.5624615,0.19765747,0.33102223,0.07705781,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7096868,0.51943594,0.5454031,0.14935352,0.34275344,0.61455077,0.14991824,0.5059212,0.6149246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59853274,0.5632401,0.19722767,0.33028543,0.07691945,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.71026504,0.5183835,0.54472196,0.1471391,0.34455594,0.6150765,0.14830825,0.506548,0.6144477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59854037,0.5632039,0.19764121,0.33143792,0.07869543,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.708788,0.5189592,0.5449469,0.1489992,0.34371006,0.6146885,0.15061966,0.5060639,0.61442024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5979207,0.5637997,0.19799283,0.33217,0.07898859,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.70951384,0.51874405,0.5455245,0.14758758,0.34522533,0.6151928,0.15035924,0.50642586,0.6140468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59821814,0.5636855,0.19715083,0.33103278,0.07794513,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7094784,0.5181565,0.5446785,0.14828552,0.34392083,0.6144266,0.14971691,0.5063537,0.61423755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5983,0.5633464,0.19723228,0.33057845,0.07716272,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.70995736,0.51836646,0.5448033,0.14767623,0.3441218,0.6146307,0.14891495,0.5064189,0.6144306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5989389,0.5639155,0.1972586,0.3306616,0.07812204,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.71007115,0.51759094,0.5435218,0.14674333,0.3463514,0.61605966,0.14768606,0.50694025,0.61374485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5978232,0.56342506,0.19811872,0.3312094,0.07835471,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7091386,0.51850694,0.5448163,0.14796168,0.34462002,0.61438745,0.1503006,0.50614375,0.6140528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5980633,0.5631182,0.19706304,0.33090562,0.07723033,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.70974725,0.5185767,0.5450727,0.14871924,0.34301206,0.6138954,0.15019901,0.5060144,0.6147132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5987536,0.5632503,0.19607934,0.33008456,0.07656822,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.71044225,0.51821345,0.54497343,0.14788266,0.3432759,0.61491424,0.14824893,0.50650215,0.61473465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59892344,0.5636456,0.19710101,0.3306133,0.077499755,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7096509,0.5181343,0.5443042,0.14757547,0.34452227,0.6149698,0.1484092,0.50666535,0.61427677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59822494,0.5628043,0.19732563,0.3304331,0.076211736,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7107322,0.5189282,0.54543525,0.14736375,0.34370437,0.61474425,0.1487015,0.5061879,0.6149366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59816957,0.5636582,0.19752291,0.33134195,0.07830039,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.70931625,0.5183013,0.5448197,0.14808138,0.3444507,0.61466885,0.1497896,0.5064003,0.6141133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5976607,0.5634964,0.19858696,0.33068,0.07756961,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7098547,0.51815057,0.5444342,0.147088,0.34574133,0.6148297,0.1491367,0.506276,0.61386156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59845525,0.5635725,0.19778,0.33091608,0.078123175,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7092001,0.51830447,0.5443653,0.1477071,0.34474647,0.6146655,0.14942458,0.5064063,0.61406666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5983285,0.56363887,0.19714552,0.3307488,0.077717304,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.70949817,0.5181234,0.5444701,0.14819522,0.3438514,0.6143276,0.14953521,0.50633323,0.61426634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5982821,0.56332225,0.19695406,0.33059046,0.07694678,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.71026736,0.51837176,0.5450412,0.14765698,0.3439978,0.6147949,0.14869691,0.5064875,0.6145481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5989365,0.5633746,0.19679847,0.3299024,0.07641469,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.71023285,0.51810443,0.54429984,0.14734247,0.34405348,0.61480725,0.14768796,0.50663716,0.614509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5982484,0.5633362,0.19716434,0.33052433,0.07736409,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7095852,0.51837426,0.5446886,0.14814754,0.3435826,0.6141734,0.14953429,0.50620604,0.61445254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5985087,0.56351423,0.19658908,0.33048868,0.07707728,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7099926,0.5181671,0.54471415,0.14811927,0.34347335,0.6144984,0.14890356,0.5064414,0.6145669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59850895,0.56312186,0.1973088,0.3297928,0.07642229,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7100014,0.5185367,0.54454416,0.14745575,0.3436746,0.61438805,0.1484311,0.50622314,0.6146357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.59921974,0.5633508,0.19663823,0.33003834,0.07674463,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.71046996,0.5181488,0.5445255,0.14688087,0.34473103,0.6157229,0.1472842,0.5068504,0.6144418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5985757,0.5636814,0.1980919,0.33104694,0.07854532,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.70904475,0.5183336,0.54419804,0.14741975,0.3453465,0.6150016,0.14940773,0.50646764,0.61392295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,1.0,0.5977199,0.5632086,0.19796894,0.33074504,0.07754129,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.70966864,0.51855916,0.54489535,0.14771026,0.34429777,0.614268,0.14985153,0.5061222,0.61425865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
