Position,Oral,Written,Race,Combine,target
0.0,0.3714538480759592,1.0,1.0,0.4396912797039671,1
0.0,0.3714538480759592,1.0,1.0,0.4396912797039671,1
0.0,0.3714538480759589,0.8367346938775508,1.0,0.4396912797039626,1
0.0,0.3714538480759585,0.6122448979591837,1.0,0.4396912797039564,1
0.0,0.7359590921380406,0.7755102040816326,1.0,0.7911610215540665,1
0.0,0.6799380690396659,0.7346938775510203,0.0,0.7639920304292702,1
0.0,0.6865511790614618,0.6176154672395477,0.0,0.7639920304292702,1
0.0,0.6603838743686121,0.6176154672395462,0.0,0.735102336533237,1
0.0,0.6547238617547981,0.6176154672395457,0.0,0.7288534685745338,1
0.0,0.6547502155050575,0.5306122448979591,1.0,0.7015033508422388,1
1.0,0.6451528028120688,0.4693877551020406,1.0,0.6909074443035683,1
1.0,0.6441684527922753,0.5714285714285714,1.0,0.6898206846585766,1
1.0,0.4871382708849162,0.6176154672395358,0.0,0.5438326390146715,0
1.0,0.5093945292488506,0.3673469387755101,1.0,0.5410251765984426,0
1.0,0.5970731707317075,0.6176154672395423,0.0,0.5050719674952997,0
1.0,0.5970731707317075,0.6176154672395423,0.0,0.5050719674952997,0
1.0,0.3555121951219512,0.6176154672395279,0.0,0.3928484383275125,0
1.0,0.3834146341463414,0.6176154672395295,0.0,0.4058112530859887,0
1.0,0.3182439024390245,0.6176154672395257,0.0,0.3755344689647926,0
1.0,0.2253658536585366,0.6176154672395201,0.0,0.3323855191393752,0
1.0,0.5133658536585367,0.6176154672395373,0.0,0.466183523219871,0
1.0,0.2811707317073172,0.6176154672395234,0.0,0.3583111486563276,0
1.0,0.3461463414634146,0.6176154672395273,0.0,0.3884972837232687,0
1.0,0.1510243902439024,0.6176154672395157,0.0,0.2978482294681902,0
1.0,0.2600798152322199,0.6170784103114928,0.0,0.6626800382644467,1
1.0,0.2604764143057415,0.6170784103114928,1.0,0.6626800382644467,1
1.0,0.2604764143057415,0.6170784103114928,1.0,0.6626800382644467,1
1.0,0.2600798152322199,0.6170784103114928,0.0,0.6626800382644467,1
1.0,0.2604764143057415,0.5714285714285714,1.0,0.6334411820823274,1
1.0,0.2604764143057415,0.6122448979591837,1.0,0.6595841593745755,1
1.0,0.2600798152322199,0.5714285714285714,0.0,0.6334411820823274,1
1.0,0.2604764143057415,0.3673469387755101,1.0,0.5027262956210872,1
1.0,0.2604764143057415,0.7142857142857142,1.0,0.7249416026051954,1
1.0,0.2602259306803595,0.4897959183673468,0.0,0.5811552274978312,1
1.0,0.2602259306803595,0.2040816326530612,0.0,0.3981543864520951,0
1.0,0.2602259306803595,0.3061224489795917,0.0,0.4635118296827151,0
1.0,0.2602259306803595,0.0816326530612245,0.0,0.3197254545753511,0
0.0,0.039609756097561,0.0532501911325734,0.0,0.2434508063827972,0
0.0,0.2532682926829269,0.0241215137212164,0.0,0.2216912705862274,0
0.0,0.3740487804878049,0.0091573696393038,0.0,0.2105128423926955,0
0.0,0.2718048780487806,-0.1192372711856565,0.0,0.1146002218619336,0
1.0,0.2604764143057415,0.9183673469387754,1.0,0.8556564890664355,1
1.0,0.4634146341463415,0.4084966074564519,0.0,0.505589214096766,0
1.0,0.5853658536585366,0.3942178440195121,0.0,0.4949227749808004,0
1.0,0.6423414634146342,0.3933040031595477,0.0,0.4942401228773784,0
1.0,0.3496585365853658,0.3933040031595477,0.0,0.4942401228773784,0
1.0,0.2033170731707317,0.3761694870352204,0.0,0.4814403959382199,0
1.0,0.4228292682926829,0.3676022289730569,0.0,0.4750405324686407,0
0.0,0.3722053915275995,0.3603651987110632,1.0,0.3461248265300164,1
0.0,0.3722053915275995,0.3603651987110632,1.0,0.3461248265300164,1
0.0,0.3722053915275995,0.3603651987110632,1.0,0.3461248265300164,1
