school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,target
0.0,0.0,0.0,1.0,0.0,1.0,0.611234,0.5980843,0.2019182,0.40428093,0.16394596,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6655299,0.5499151,0.5384394,0.20861134,0.3860385,0.56302434,0.15483749,0.5309064,0.5419442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.61137366,0.59794176,0.20065607,0.4035267,0.16588037,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6644365,0.5501602,0.53797895,0.21211334,0.3861181,0.5616867,0.1481388,0.5316158,0.54229724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.61164623,0.5976746,0.20481455,0.404564,0.16457,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6659479,0.5501263,0.5381301,0.21544217,0.3861149,0.563354,0.14833865,0.5317531,0.5413018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.61218166,0.5962886,0.20737517,0.4053319,0.16986164,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.66542554,0.5514226,0.5397175,0.21539608,0.386477,0.5654056,0.14963757,0.5304573,0.54263395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.61259717,0.5961862,0.19519581,0.4040457,0.1779536,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6626543,0.5509405,0.53788507,0.20380864,0.3882307,0.5645173,0.15725924,0.52958333,0.5406185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.6124875,0.59731686,0.20036508,0.4052095,0.1608815,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6652016,0.5503537,0.5382147,0.20683202,0.38535932,0.56283873,0.1540884,0.53089565,0.54145885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.6119487,0.59671605,0.20295727,0.4048139,0.16627188,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.66520596,0.550961,0.5393857,0.20798321,0.3863713,0.56521136,0.1567086,0.5301695,0.54152656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.61207896,0.5960783,0.20260984,0.4044961,0.1738096,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.66418743,0.5514748,0.5395217,0.20975587,0.38734362,0.5658099,0.15468977,0.52978617,0.5418954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.61254805,0.59590614,0.20315276,0.4048444,0.17521949,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.66414845,0.5514649,0.53895366,0.2129878,0.38746634,0.56533366,0.15031128,0.5302339,0.5417029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.61186546,0.59758866,0.20441192,0.40506896,0.1626606,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.66602415,0.5502256,0.53848433,0.21203107,0.3857571,0.5633608,0.15129946,0.5312582,0.54170257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.611189,0.59697676,0.20049839,0.40344727,0.17579728,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.66386133,0.55082434,0.5390211,0.20907117,0.38764596,0.5650093,0.15578066,0.52989304,0.54212177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.61196333,0.5966182,0.2008715,0.40391308,0.17477521,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.66413546,0.5507866,0.5381485,0.21267644,0.3876339,0.56495494,0.15130356,0.53071296,0.54070896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.6111451,0.5968468,0.20396374,0.40413985,0.17101605,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6651847,0.55100715,0.5398776,0.21039167,0.38669074,0.5666838,0.15830696,0.5297442,0.5420865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.61142004,0.5970569,0.19978313,0.40318465,0.17651469,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6637549,0.5505317,0.53797936,0.21232419,0.3879705,0.564323,0.15123828,0.5307807,0.5410039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
