Position,Oral,Written,Race,Combine,target
1.0,0.5067237,0.5256029,1.0,0.5352227,1
1.0,0.50679183,0.52819663,1.0,0.53453815,1
1.0,0.5088723,0.52983236,1.0,0.53638786,1
1.0,0.50581485,0.531593,1.0,0.53496206,1
1.0,0.50396955,0.5271738,1.0,0.5336735,1
1.0,0.5073609,0.5267419,1.0,0.53512794,1
1.0,0.5075834,0.5277199,1.0,0.53601235,1
1.0,0.50820726,0.5269386,1.0,0.5357886,1
1.0,0.50694233,0.52615917,1.0,0.5351865,1
1.0,0.50565845,0.52579415,1.0,0.5341967,1
1.0,0.5066314,0.5292264,1.0,0.53444445,1
1.0,0.5052675,0.53044987,1.0,0.53453577,1
1.0,0.5075775,0.52667373,1.0,0.53501606,0
1.0,0.5069269,0.5300754,1.0,0.5354318,0
1.0,0.5060008,0.5305659,1.0,0.5346969,0
1.0,0.5077232,0.5269365,1.0,0.53745496,0
1.0,0.50803816,0.52673525,1.0,0.5356147,0
1.0,0.5060648,0.5264158,1.0,0.5345892,0
1.0,0.50684345,0.52424604,1.0,0.5335527,0
1.0,0.50774246,0.5288414,1.0,0.535874,0
1.0,0.50430393,0.52816385,1.0,0.53461593,0
1.0,0.50769234,0.52970153,1.0,0.53599554,0
1.0,0.5076123,0.52722526,1.0,0.53468144,0
1.0,0.5054143,0.52996826,1.0,0.53498536,0
1.0,0.5336605,0.5402461,1.0,0.5482147,1
1.0,0.5413802,0.55154616,1.0,0.54229593,1
1.0,0.5352442,0.5486337,1.0,0.5473617,1
1.0,0.53083056,0.542982,1.0,0.54881835,1
1.0,0.5319837,0.5436103,1.0,0.54185385,1
1.0,0.53214383,0.5422635,1.0,0.5460079,1
1.0,0.5357715,0.5437685,1.0,0.54013085,1
1.0,0.54217917,0.5496491,1.0,0.5441002,1
1.0,0.5359136,0.5480558,1.0,0.54708964,1
1.0,0.5325249,0.5451226,1.0,0.54529613,1
1.0,0.54044145,0.54782367,1.0,0.54614055,0
1.0,0.53851795,0.5439749,1.0,0.54202217,0
1.0,0.5333532,0.5425286,1.0,0.54753685,0
1.0,0.53121316,0.5420886,1.0,0.5429234,0
1.0,0.5380707,0.54557395,1.0,0.53916734,0
1.0,0.54233754,0.5511805,1.0,0.5501133,0
1.0,0.53700036,0.5472576,1.0,0.54428166,0
1.0,0.5341172,0.5525742,1.0,0.5506263,1
1.0,0.5339249,0.54823446,1.0,0.5511619,0
1.0,0.53603554,0.54608756,1.0,0.5390949,0
1.0,0.5341534,0.5483561,1.0,0.5440704,0
1.0,0.5363823,0.5464691,1.0,0.5457343,0
1.0,0.5419324,0.550275,1.0,0.54260314,0
1.0,0.53269196,0.5469308,1.0,0.5503711,0
1.0,0.52047455,0.52220637,0.0,0.5175269,1
1.0,0.5202412,0.5205127,0.0,0.51769686,1
1.0,0.5211151,0.52290297,0.0,0.517083,1
1.0,0.5197699,0.52076125,0.0,0.51762724,1
1.0,0.52003944,0.52175194,0.0,0.5165879,1
1.0,0.51929617,0.52180135,0.0,0.51733977,1
1.0,0.52020085,0.5218712,0.0,0.51752335,1
1.0,0.51925486,0.5217541,0.0,0.51705945,1
1.0,0.52049214,0.5215789,0.0,0.51774895,1
1.0,0.519914,0.5212379,0.0,0.51721174,1
1.0,0.5202882,0.5213702,0.0,0.51730406,1
1.0,0.5195533,0.52101326,0.0,0.5175886,0
1.0,0.5201796,0.5218915,0.0,0.51752794,0
1.0,0.52046686,0.52169585,0.0,0.5159502,0
1.0,0.5202681,0.5224951,0.0,0.51570415,0
1.0,0.5201611,0.5217397,0.0,0.5176079,0
1.0,0.5200995,0.52123594,0.0,0.5178646,0
1.0,0.5207356,0.52240086,0.0,0.5167661,0
1.0,0.5202696,0.52169585,0.0,0.51700646,0
1.0,0.52001035,0.5215721,0.0,0.51766205,0
1.0,0.5207592,0.5222337,0.0,0.51682574,0
1.0,0.5204952,0.5229543,0.0,0.5164808,0
1.0,0.5204336,0.5211525,0.0,0.51792175,0
1.0,0.52056557,0.5218291,0.0,0.5171175,0
1.0,0.5330913,0.5394144,1.0,0.5247572,1
1.0,0.5394713,0.54134893,1.0,0.5265492,1
1.0,0.53481287,0.53965706,1.0,0.5252378,1
